ID,Culture_code,Culture_code_Arc,Culture_name,Continent,Subsistence_type,Calendar_name,Inclusion_status,Reason_for_exclusion,Sources
MS20,MS20,NA,Songhai,Africa,Intensive Agriculturalists,Songhai calendar,Excluded,Partially missing data on some calendar units,"Stoller, P. (1989). Fusion of the worlds: An ethnography of possession among the Songhay of Niger. University of Chicago Press. https://ehrafworldcultures.yale.edu/document?id=ms20-008"
MS22,MS22,NA,Teda,Africa,Agro-Pastoralists,Teda calendar,Excluded,Partially missing data on some calendar units,"Kronenberg, A. (1958). The Teda of Tibesti (F. Schutze, Trans.; Wiener Beitrage zur Kulturgeschichte und Linguistik). Verlag Ferdinand Berger. https://ehrafworldcultures.yale.edu/document?id=ms22-002

Le Coeur, C. (1950). Teda ethnographic dictionary preceded by a French-Teda lexicon (F. Schutze, Trans.; Memoires). Librairie Larose. https://ehrafworldcultures.yale.edu/document?id=ms22-003"
MS25,MS25,NA,Tuareg,Africa,Agro-Pastoralists,Tuareg calendar,Included,Not excluded,"Benhazera, M. (1908). Six months among the Ahaggar Tuareg (A. R. Coleman, Trans.). Typographie Adolphe Jourdan. https://ehrafworldcultures.yale.edu/document?id=ms25-004

Nicolaisen, J. (1963). Ecology and culture of the pastoral Tuareg: With particular reference to the Tuareg of Ahaggar and Ayr (Nationalmuseets Skrifter, Etnografisk Række, Vol. 9). National Museum of Copenhagen. https://ehrafworldcultures.yale.edu/document?id=ms25-007"
MS30,MS30,NA,Wolof,Africa,Horticulturalists,Wolof calendar,Excluded,Partially missing data on some calendar units,"Boilat, P.-D. (1853). Senegalese sketches (A. Brunel, Trans.). P. Bertrand. https://ehrafworldcultures.yale.edu/document?id=ms30-039"
MW11,MW11,NA,Shluh,Africa,Intensive Agriculturalists,Shluh calendar,Excluded,Partially missing data on some calendar units,"Berque, J. (1955). Social structures of the High Atlas (J. Bigwood, Trans.). Presses Universitaires de France. https://ehrafworldcultures.yale.edu/document?id=mw11-001"
MX03,MX03,NA,Berber,Africa,Agro-Pastoralists,"Berber (""Julian"") calendar",Included,Not excluded,"Blanco Izaga, E. (1975). Emilio Blanco Izaga: Colonel in the Rif (D. M. Hart, Ed. & Trans.; HRAFlex Books Ethnology Series). Human Relations Area Files. https://ehrafworldcultures.yale.edu/cultures/mx03/documents/005

Coon, C. S. (1931). Tribes of the Rif (Harvard African Studies, Vol. 9). Peabody Museum of Harvard University. https://ehrafworldcultures.yale.edu/document?id=mx03-001

Lunar station. (2026, January 30). In Wikipedia. https://en.wikipedia.org/wiki/Lunar_station

Varisco, D. M. (2017). Illuminating the lunar mansions (manāzil al-qamar) in Šams al-maʿārif. Arabica, 64(3–4), 487–530. https://doi.org/10.1163/15700585-12341462

Westermarck, E. (1926). Ritual and belief in Morocco. Macmillan. https://ehrafworldcultures.yale.edu/document?id=mx03-002"
N011,N011,NA,North American Hasidic Jews,North America,Commercial Economy,North American Hasidic Jew calendar,Excluded,Partially missing data on some calendar units,"Rubin, I. (1972). Satmar: An island in the city. Quadrangle Books. https://ehrafworldcultures.yale.edu/document?id=no11-005"
N016,N016,NA,North American Armenians,North America,Commercial Economy,North American Armenian calendar,Excluded,Partially missing data on some calendar units,"Wallis, W. D., & Davidian, N. (1965). Fresno Armenians (to 1919). Coronado Press. https://ehrafworldcultures.yale.edu/document?id=no16-002"
NA06,NA06,NA,Aleut,North America,Hunter-gatherers,Aleut calendar,Excluded,Partially missing data on some calendar units,"Hrdlicka, A. (1945). The Aleutian and Commander Islands and their inhabitants. Wistar Institute of Anatomy and Biology. https://ehrafworldcultures.yale.edu/cultures/na06/documents/023

Jochelson, W. (1933). History, ethnology, and anthropology of the Aleut (Carnegie Institution of Washington Publication No. 432). Carnegie Institution of Washington. https://ehrafworldcultures.yale.edu/cultures/na06/documents/002

Lantis, M. (1984). Aleut. In D. Damas (Ed.), Handbook of North American Indians: Vol. 5. Arctic (pp. 161-184). Smithsonian Institution. https://ehrafworldcultures.yale.edu/document?id=na06-075

Veniaminov, I. (1840). Notes on the islands of the Unalaska district (A. Kardinelowska & B. Keen, Trans.). Russian-American Company. https://ehrafworldcultures.yale.edu/cultures/na06/documents/001"
NA08,NA08,NA,Ingalik,North America,Hunter-gatherers,Ingalik calendar,Excluded,Partially missing data on some calendar units,"Osgood, C. (1959). Ingalik mental culture (Yale University Publications in Anthropology No. 56). Department of Anthropology, Yale University. https://ehrafworldcultures.yale.edu/document?id=na08-003

VanStone, J. W. (1979). Ingalik contact ecology: An ethnohistory of the lower-middle Yukon, 1790-1935 (Fieldiana: Anthropology, Vol. 71). Field Museum of Natural History. https://ehrafworldcultures.yale.edu/document?id=na08-007"
NA10,NA10,NA,Alutiiq,North America,Hunter-gatherers,Alutiiq calendar,Excluded,Fully missing data on our six specific calendar units,"Birket-Smith, K. (1953). The Chugach Eskimo (Nationalmuseets Skrifter, Etnografisk Raekke, Vol. 6). Nationalmuseets Publikationsfond. https://ehrafworldcultures.yale.edu/document?id=na10-001

Hrdlicka, A. (1975). The anthropology of Kodiak Island. AMS Press. https://ehrafworldcultures.yale.edu/document?id=na10-007"
NA12,NA12,NA,Tlingit,North America,Hunter-gatherers,Tlingit calendar,Excluded,Partially missing data on some calendar units,"De Laguna, F. (1972). Under Mount Saint Elias: The history and culture of the Yakutat Tlingit (Smithsonian Contributions to Anthropology, Vol. 7). Smithsonian Institution Press. https://ehrafworldcultures.yale.edu/document?id=na12-020

Emmons, G. T. (1991). The Tlingit Indians (F. de Laguna, Ed.; Anthropological Papers of the American Museum of Natural History No. 70). University of Washington Press; American Museum of Natural History. https://ehrafworldcultures.yale.edu/document?id=na12-031

Krause, A. (1956). The Tlingit Indians: Results of a trip to the northwest coast of America and the Bering Straits (E. Gunther, Trans.). University of Washington Press. https://ehrafworldcultures.yale.edu/document?id=na12-001

Swanton, J. R. (1905). Social condition, beliefs, and linguistic relationship of the Tlingit Indians. Smithsonian Institution. https://ehrafworldcultures.yale.edu/document?id=na12-010"
ND07,ND07,NA,Chipewyans,North America,Hunter-gatherers,Chipewyan calendar,Excluded,Fully missing data on our six specific calendar units,"Birket-Smith, K. (1930). Contributions to Chipewyan ethnology (Report of the Fifth Thule Expedition 1921-24, Vol. 6). Gyldendalske Boghandel, Nordisk Forlag. https://ehrafworldcultures.yale.edu/document?id=nd07-017"
ND08,ND08,NA,Copper Inuit,North America,Hunter-gatherers,Copper inuit calendar,Included,Not excluded,"De Coccola, R., & King, P. (1986). The incredible Eskimo: Life among the barren land Eskimo (J. Houston, Illus.). Hancock House. https://ehrafworldcultures.yale.edu/document?id=nd08-035

Jenness, D. (1959). The people of the twilight. University of Chicago Press. https://ehrafworldcultures.yale.edu/document?id=nd08-029"
ND12,ND12,NA,Kaska,North America,Hunter-gatherers,Kaska calendar,Excluded,Partially missing data on some calendar units,"Honigmann, J. J. (1949). Culture and ethos of Kaska society (Yale University Publications in Anthropology No. 40). Yale University Press. https://ehrafworldcultures.yale.edu/document?id=nd12-001"
ND14,ND14,NA,Slavey,North America,Hunter-gatherers,Slavey calendar,Excluded,Fully missing data on our six specific calendar units,"Honigmann, J. J. (1946). Ethnography and acculturation of the Fort Nelson Slave (Yale University Publications in Anthropology No. 33). Yale University Press; H. Milford, Oxford University Press. https://ehrafworldcultures.yale.edu/cultures/nd14/documents/003"
NE006,NE006,NA,Nuxalk,North America,Hunter-gatherers,Nuxalk calendar,Excluded,Partially missing data on some calendar units,"Boas, F. (1900). The mythology of the Bella Coola Indians (Memoirs of the American Museum of Natural History, Vol. 2; Jesup North Pacific Expedition Publications, Vol. 1, Pt. 2, pp. 25-127). American Museum of Natural History. https://ehrafworldcultures.yale.edu/document?id=ne06-007

McIlwraith, T. F. (1948). The Bella Coola Indians: Vol. 1. University of Toronto Press. https://ehrafworldcultures.yale.edu/document?id=ne06-001"
NE09,NE09,NA,Haida,North America,Hunter-gatherers,Haida calendar,Excluded,Partially missing data on some calendar units,"Boelscher, M. (1988). The curtain within: Haida social and mythical discourse. University of British Columbia Press. https://ehrafworldcultures.yale.edu/document?id=ne09-011

Brink, J. H. van den. (1974). The Haida Indians: Cultural change mainly between 1876-1970 (Monographs and Theoretical Studies in Sociology and Anthropology in Honor of Nels Anderson). E. J. Brill. https://ehrafworldcultures.yale.edu/document?id=ne09-007

Murdock, G. P. (1934). The Haidas of British Columbia. In Our primitive contemporaries (pp. 221-263). Macmillan. https://ehrafworldcultures.yale.edu/document?id=ne09-003"
NE11,NE11,NA,Nuu-Chah-Nulth,North America,Hunter-gatherers,Nuu-Chah-Nulth calendar,Excluded,Fully missing data on our six specific calendar units,"Drucker, P. (1951). The northern and central Nootkan tribes (Bureau of American Ethnology Bulletin). U.S. Government Printing Office. https://ehrafworldcultures.yale.edu/document?id=ne11-001

Swan, J. G. (1870). The Indians of Cape Flattery: At the entrance to the Strait of Fuca, Washington Territory (Smithsonian Contributions to Knowledge No. 220). Smithsonian Institution. https://ehrafworldcultures.yale.edu/document?id=ne11-003"
NF04,NF04,NA,Assiniboine,North America,Hunter-gatherers,Assiniboine calendar,Included,Not excluded,"Denig, E. T. (1930). Indian tribes of the upper Missouri (J. N. B. Hewitt, Ed.). Government Printing Office. https://ehrafworldcultures.yale.edu/document?id=nf04-005

Kennedy, D. (1972). Recollections of an Assiniboine chief (J. R. Stevens, Ed.). McClelland and Stewart. https://ehrafworldcultures.yale.edu/document?id=nf04-014

Long, J. L. (1942). Land of Nakoda: The story of the Assiniboine Indians (M. S. Kennedy, Ed.; W. Standing, Illus.). State Publishing Company.

Long, J. L. (1961). The Assiniboines: From the accounts of the Old Ones told to First Boy (James Larpenteur Long) (M. S. Kennedy, Ed.; W. Standing, Illus.; Civilization of the American Indian Series). University of Oklahoma Press. https://ehrafworldcultures.yale.edu/document?id=nf04-016"
NF06,NF06,NA,Blackfoot,North America,Hunter-gatherers,Blackfoot calendar,Excluded,Partially missing data on some calendar units,"Hungry Wolf, A. (1977). The Blood People: A division of the Blackfoot Confederacy: An illustrated interpretation of the old ways. Harper & Row. https://ehrafworldcultures.yale.edu/document?id=nf06-021

Wissler, C. (1912). Ceremonial bundles of the Blackfoot Indians (Anthropological Papers of the American Museum of Natural History, Vol. 7, Pt. 2, pp. 65-289). American Museum of Natural History. https://ehrafworldcultures.yale.edu/document?id=nf06-002"
NF08,NF08,NA,Kutenai,North America,Hunter-gatherers,Kutenai calendar,Excluded,Partially missing data on some calendar units,"Chamberlain, A. F. (1893). Report on the Kootenay Indians of south-eastern British Columbia. In Report of the sixty-second meeting of the British Association for the Advancement of Science held at Edinburgh in August 1892 (pp. 545-615). John Murray. https://ehrafworldcultures.yale.edu/document?id=nf08-008

Schaeffer, C. E. (1971). Early Christian mission of the Kutenai Indians. Oregon Historical Quarterly, 71(4), 325-348. https://ehrafworldcultures.yale.edu/document?id=nf08-005

Turney-High, H. H. (1941). Ethnography of the Kutenai (Memoirs of the American Anthropological Association No. 56). American Anthropological Association. https://ehrafworldcultures.yale.edu/document?id=nf08-003"
NG05,NG05,NA,Huron/Wendat,North America,Other Subsistence Combinations,Huron/Wendat calendar,Included,Not excluded,"Kinietz, W. V. (1940). Huron. In The Indians of the western Great Lakes, 1615–1760 (pp. 1–160). University of Michigan Press. https://ehrafworldcultures.yale.edu/document?id=ng05-005"
NG06,NG06,NA,Ojibwa (Northern Salteaux),North America,Hunter-gatherers,Ojibwa calendar,Included,Not excluded,"Densmore, F. (1929). Chippewa customs (Bureau of American Ethnology Bulletin No. 86). U.S. Government Printing Office. https://ehrafworldcultures.yale.edu/document?id=ng06-005

Hallowell, A. I. (1937). Temporal orientation in western civilization and in a pre-literate society. American Anthropologist, 39(4), 647–670.

Hallowell, A. I. (2004). The Ojibwa of Berens River, Manitoba: Ethnography into history (Case Studies in Cultural Anthropology). Wadsworth. https://ehrafworldcultures.yale.edu/document?id=ng06-058

Hilger, M. I. (1951). Chippewa child life and its cultural background (Bureau of American Ethnology Bulletin No. 146). U.S. Government Printing Office. https://ehrafworldcultures.yale.edu/document?id=ng06-015"
NH06,NH06,NA,Innu,North America,Hunter-gatherers,Innu calendar,Excluded,Fully missing data on our six specific calendar units,"Lane, K. S. (1952). The Montagnais Indians, 1600-1640. Kroeber Anthropological Society Papers, (7), 1-62. https://ehrafworldcultures.yale.edu/document?id=nh06-018"
NJ05,NJ05,NA,Mi'kmaq,North America,Hunter-gatherers,Mi'kmaq calendar,Excluded,Partially missing data on some calendar units,"Le Clercq, C. (1910). New relation of Gaspesia: With the customs and religion of the Gaspesian Indians (W. F. Ganong, Ed. & Trans.; Publications of the Champlain Society, Vol. 5). Champlain Society. https://ehrafworldcultures.yale.edu/document?id=nj05-002

Wallis, W. D., & Wallis, R. S. (1955). The Micmac Indians of eastern Canada. University of Minnesota Press. https://ehrafworldcultures.yale.edu/document?id=nj05-001"
NK06,NK06,NA,Chinese Americans,North America,Commercial Economy,Chinese (Chinese American) calendar,Excluded,Partially missing data on some calendar units,"Chinn, T. W. (1989). Bridging the Pacific: San Francisco Chinatown and its people. Chinese Historical Society of America. https://ehrafworldcultures.yale.edu/document?id=nk06-005"
NM07,NM07,NA,Delaware,North America,Primarily Hunter-gatherers,Delaware calendar,Excluded,Fully missing data on our six specific calendar units,"Heckewelder, J. G. E. (1819). An account of the history, manners, and customs of the Indian nations who once inhabited Pennsylvania and the neighboring states (Transactions of the Historical and Literary Committee of the American Philosophical Society, Vol. 1). Abraham Small. https://ehrafworldcultures.yale.edu/document?id=nm07-001

Zeisberger, D. (1910). David Zeisberger's history of northern American Indians (A. B. Hulbert & W. N. Schwarze, Eds.; Ohio Archaeological and Historical Publications, Vol. 19). Fred J. Heer. https://ehrafworldcultures.yale.edu/document?id=nm07-003"
NM09,NM09,NA,Iroquois,North America,Horticulturalists,Iroquois calendar,Excluded,Partially missing data on some calendar units,"Foley, D. (1994). An ethnohistoric and ethnographic analysis of the Iroquois from the aboriginal era to the present suburban era [Doctoral dissertation]. University Microfilms International. https://ehrafworldcultures.yale.edu/document?id=nm09-060

Foster, M. K. (1974). From the earth to beyond the sky: An ethnographic approach to four Longhouse Iroquois speech events (Mercury Series, Canadian Ethnology Service Paper No. 20). National Museum of Man. https://ehrafworldcultures.yale.edu/document?id=nm09-064

Waugh, F. W. (1916). Iroquois foods and food preparation (Geological Survey of Canada Memoir 86, Anthropological Series No. 12). Government Printing Bureau. https://ehrafworldcultures.yale.edu/document?id=nm09-025"
NN08,NN08,NA,Cherokee,North America,Other Subsistence Combinations,Cherokee calendar,Excluded,Fully missing data on our six specific calendar units,"French, L., & Hornbuckle, J. (Eds.). (1981). The Cherokee perspective: Written by Eastern Cherokees. Appalachian Consortium Press. https://ehrafworldcultures.yale.edu/document?id=nn08-031

Speck, F. G., & Broom, L. (1983). Cherokee dance and drama (Civilization of the American Indian Series, Vol. 163). University of Oklahoma Press. https://ehrafworldcultures.yale.edu/document?id=nn08-002"
NN11,NN11,NA,Creek,North America,Primarily Hunter-gatherers,Creek calendar,Excluded,Partially missing data on some calendar units,"Swanton, J. R. (1928). Social organization and social usages of the Indians of the Creek Confederacy (Bureau of American Ethnology Annual Report, pp. 23-472). U.S. Government Printing Office. https://ehrafworldcultures.yale.edu/document?id=nn11-001"
NN16,NN16,NA,Seminole,North America,Horticulturalists,Seminole calendar,Excluded,Partially missing data on some calendar units,"Howard, J. H., & Lena, W. (1984). Oklahoma Seminoles: Medicines, magic, and religion (Civilization of the American Indian Series, Vol. 166). University of Oklahoma Press. https://ehrafworldcultures.yale.edu/document?id=nn16-002

MacCauley, C. (1887). The Seminole Indians of Florida. In Fifth annual report of the Bureau of American Ethnology, 1883-84 (pp. 469-531). Smithsonian Institution. https://ehrafworldcultures.yale.edu/document?id=nn16-011"
NO06,NO06,NA,Comanche,North America,Hunter-gatherers,Comanche calendar,Excluded,Fully missing data on our six specific calendar units,"Lee, N. (1957). Three years among the Comanches: The narrative of Nelson Lee, the Texas Ranger, containing a detailed account of his captivity among the Indians, his singular escape through the instrumentality of his watch, and fully illustrating Indian life as it is on the war path and in the camp (Western Frontier Library). University of Oklahoma Press. https://ehrafworldcultures.yale.edu/document?id=no06-002"
NO08,NO08,NA,Natchez,North America,Other Subsistence Combinations,Natchez calendar,Excluded,Partially missing data on some calendar units,"Galloway, P., & Jackson, J. B. (2004). Natchez and neighboring groups. In R. D. Fogelson (Ed.), Handbook of North American Indians: Vol. 14. Southeast (pp. 598-615). Smithsonian Institution.

Lorenz, K. G. (2020). Culture summary: Natchez. Human Relations Area Files. https://ehrafworldcultures.yale.edu/document?id=no08-000

Swanton, J. R. (1911). The Natchez group. In Indian tribes of the lower Mississippi Valley and adjacent coast of the Gulf of Mexico (Bureau of American Ethnology Bulletin No. 43, pp. 45-274). Government Printing Office. https://ehrafworldcultures.yale.edu/document?id=no08-003"
NP05,NP05,NA,Fox,North America,Other Subsistence Combinations,Fox calendar,Excluded,Partially missing data on some calendar units,"Forsyth, T. (1911). An account of the manners and customs of the Sauk and Fox nations of Indians tradition. In E. H. Blair (Ed. & Trans.), The Indian tribes of the upper Mississippi Valley and region of the Great Lakes: Vol. 2 (pp. 183-245). Arthur H. Clark. https://ehrafworldcultures.yale.edu/document?id=np05-015

Michelson, T. (1937). Fox miscellany (Bureau of American Ethnology Bulletin). U.S. Government Printing Office. https://ehrafworldcultures.yale.edu/document?id=np05-025"
NQ10,NQ10,NA,Crow,North America,Hunter-gatherers,Crow calendar,Excluded,Fully missing data on our six specific calendar units,"Murdock, G. P. (1934). The Crows of the western plains. In Our primitive contemporaries (pp. 264-290). Macmillan. https://ehrafworldcultures.yale.edu/document?id=nq10-017"
NQ13,NQ13,NA,Gros Ventre,North America,Hunter-gatherers,Gros Ventre calendar,Excluded,Fully missing data on our six specific calendar units,"Flannery, R. (1953). The Gros Ventres of Montana: Pt. 1. Social life (Catholic University of America Anthropological Series). Catholic University of America Press. https://ehrafworldcultures.yale.edu/document?id=nq13-002"
NQ14,NQ14,NA,Hidatsa,North America,Intensive Agriculturalists,Hidatsa calendar,Excluded,Fully missing data on our six specific calendar units,"Waheenee. (1987). Buffalo Bird Woman's garden: Agriculture of the Hidatsa Indians (G. L. Wilson, Ed.; Borealis Books). Minnesota Historical Society Press. https://ehrafworldcultures.yale.edu/document?id=nq14-004

Wilson, G. L. (1924). The horse and the dog in Hidatsa culture (Anthropological Papers of the American Museum of Natural History, Vol. 15, Pt. 2, pp. 125-311). American Museum Press. https://ehrafworldcultures.yale.edu/document?id=nq14-005"
NQ18,NQ18,NA,Pawnee,North America,Other Subsistence Combinations,Pawnee calendar,Excluded,Partially missing data on some calendar units,"Chamberlain, V. D. (1982). When stars came down to earth: Cosmology of the Skidi Pawnee Indians of North America (Ballena Press Anthropological Papers No. 26). Ballena Press; Center for Archaeoastronomy, University of Maryland. https://ehrafworldcultures.yale.edu/document?id=nq18-021

Weltfish, G. (1965). The lost universe: With a closing chapter on 'The universe regained.' Basic Books. https://ehrafworldcultures.yale.edu/document?id=nq18-014"
NQ21,NQ21,NA,Omaha,North America,Primarily Hunter-gatherers,Omaha calendar,Excluded,Fully missing data on our six specific calendar units,"Fletcher, A. C., & La Flesche, F. (1911). The Omaha tribe. In Twenty-seventh annual report of the Bureau of American Ethnology, 1905-06 (pp. 17-672). Government Printing Office. https://ehrafworldcultures.yale.edu/document?id=nq21-001"
NR10,NR10,NA,Klamath,North America,Hunter-gatherers,Klamath calendar,Excluded,Partially missing data on some calendar units,"Gatschet, A. S. (1890). The Klamath Indians of southwestern Oregon (Contributions to North American Ethnology, Vol. 2). Government Printing Office. https://ehrafworldcultures.yale.edu/document?id=nr10-007

Spier, L. (1930). Klamath ethnography (University of California Publications in American Archaeology and Ethnology, Vol. 30). University of California Press. https://ehrafworldcultures.yale.edu/document?id=nr10-001"
NR13,NR13,NA,Northern Paiute,North America,Hunter-gatherers,Northern Paiute calendar,Excluded,Partially missing data on some calendar units,"Kelly, I. T. (1934). Ethnography of the Surprise Valley Paiute (University of California Publications in American Archaeology and Ethnology, Vol. 31, No. 3, pp. 67-210). University of California Press. https://ehrafworldcultures.yale.edu/document?id=nr13-001"
NR17,NR17,NA,Quinault,North America,Hunter-gatherers,Quinault calendar,Excluded,Partially missing data on some calendar units,"Olson, R. L. (1936). The Quinault Indians (University of Washington Publications in Anthropology, Vol. 6, No. 1). University of Washington. https://ehrafworldcultures.yale.edu/document?id=nr17-001"
NR21,NR21,NA,Tillamook,North America,Hunter-gatherers,Tillamook calendar,Excluded,Partially missing data on some calendar units,"Jacobs, E. D. (2003). The Nehalem Tillamook: An ethnography (M. Jacobs, Ed.). Oregon State University Press. https://ehrafworldcultures.yale.edu/document?id=nr21-006"
NR26,NR26,NA,Southern Coast Salish,North America,Hunter-gatherers,Southern Coast Salish calendar,Excluded,Partially missing data on some calendar units,"Eells, M. (1877). The Twana Indians of the Skokomish Reservation in Washington Territory. [Publisher not identified]. https://ehrafworldcultures.yale.edu/document?id=nr26-002

Elmendorf, W. W. (1960). The structure of Twana culture. Research Studies: A Quarterly Publication of Washington State University, 38(2), 1-576. https://ehrafworldcultures.yale.edu/document?id=nr26-012

Smith, M. W. (1940). The Puyallup-Nisqually (Columbia University Contributions to Anthropology, Vol. 32). Columbia University Press. https://ehrafworldcultures.yale.edu/document?id=nr26-014"
NS18,NS18,NA,Pomo,North America,Hunter-gatherers,Pomo calendar,Excluded,Fully missing data on our six specific calendar units,"Loeb, E. M. (1926). Pomo folkways (University of California Publications in American Archaeology and Ethnology, Vol. 19, No. 2, pp. 149-404). University of California Press. https://ehrafworldcultures.yale.edu/document?id=ns18-003"
NS22,NS22,NA,Tubatulabal,North America,Hunter-gatherers,Tubatulabal calendar,Excluded,Fully missing data on our six specific calendar units,"Voegelin, E. W. (1938). Tubatulabal ethnography (Anthropological Records, pp. 1-90). University of California Press. https://ehrafworldcultures.yale.edu/document?id=ns22-001"
NS29,NS29,NA,Yokuts,North America,Hunter-gatherers,Yokut calendar,Included,Not excluded,"Gayton, A. H. (1948). Yokuts and western Mono ethnography: Vol. 1. Tulare Lake, Southern Valley, and Central Foothill Yokuts (Anthropological Records, Vol. 10, No. 1). University of California Press. https://ehrafworldcultures.yale.edu/document?id=ns29-001"
NS30,NS30,NA,Yuki,North America,Hunter-gatherers,Yuki calendar,Excluded,Partially missing data on some calendar units,"Foster, G. M. (1944). A summary of Yuki culture (Anthropological Records, pp. 155-244). University of California Press. https://ehrafworldcultures.yale.edu/document?id=ns30-002

Miller, V. P. (1978). Yuki, Huchnom, and Coast Yuki. In R. F. Heizer (Ed.), Handbook of North American Indians: Vol. 8. California (pp. 249-255). Smithsonian Institution. https://ehrafworldcultures.yale.edu/document?id=ns30-014"
NS31,NS31,NA,Yurok,North America,Hunter-gatherers,Yurok calendar,Excluded,Fully missing data on our six specific calendar units,"Kroeber, A. L. (1925). Handbook of the Indians of California (Bureau of American Ethnology Bulletin No. 78). Government Printing Office. https://ehrafworldcultures.yale.edu/document?id=ns31-009

Thompson, L. (1916). To the American Indian. Cummins Print Shop. https://ehrafworldcultures.yale.edu/document?id=ns31-012"
NT08,NT08,NA,Chiricahua Apache,North America,Hunter-gatherers,Chiricahua Apache calendar,Excluded,Fully missing data on our six specific calendar units,"Opler, M. E. (1941). An Apache life-way: The economic, social, and religious institutions of the Chiricahua Indians. University of Chicago Press. https://ehrafworldcultures.yale.edu/document?id=nt08-001"
NT09,NT09,NA,Hopi,North America,Intensive Agriculturalists,Hopi calendar,Excluded,Partially missing data on some calendar units,"Beaglehole, E., & Beaglehole, P. (1937). Notes on Hopi economic life (Yale University Publications in Anthropology No. 15). Yale University Press. https://ehrafworldcultures.yale.edu/document?id=nt09-029

Frigout, A. (1979). Hopi ceremonial organization. In A. Ortiz (Ed.), Handbook of North American Indians: Vol. 9. Southwest (pp. 564-576). Smithsonian Institution. https://ehrafworldcultures.yale.edu/document?id=nt09-042

Geertz, A. W., & Lomatuway'ma, M. (1987). Children of cottonwood: Piety and ceremonialism in Hopi Indian puppetry (American Tribal Religions, Vol. 12). University of Nebraska Press. https://ehrafworldcultures.yale.edu/document?id=nt09-055

Sekaquaptewa, H. (1969). Me and mine: The life story of Helen Sekaquaptewa (L. Udall, Ed.). University of Arizona Press. https://ehrafworldcultures.yale.edu/document?id=nt09-061

Stephen, A. M. (1969). Hopi journal of Alexander M. Stephen (E. C. Parsons, Ed.; Columbia University Contributions to Anthropology, Vol. 23). AMS Press. https://ehrafworldcultures.yale.edu/document?id=nt09-047"
NT13,NT13,NA,Navajo,North America,Agro-Pastoralists,Navajo calendar,Included,Not excluded,"Chamberlain, V. D. (2014). Diné (Navajo) ethno- and archaeoastronomy. In C. L. N. Ruggles (Ed.), Handbook of archaeoastronomy and ethnoastronomy (pp. 1051–1058). Springer. https://doi.org/10.1007/978-1-4614-6141-8_44

Hill, W. W. (1938). The agricultural and hunting methods of the Navaho Indians (Yale University Publications in Anthropology, No. 18). Yale University Press; H. Milford, Oxford University Press. https://ehrafworldcultures.yale.edu/document?id=nt13-008

Mitchell, F. (1978). Navajo Blessingway singer: The autobiography of Frank Mitchell, 1881–1967 (C. J. Frisbie & D. P. McAllester, Eds.). University of Arizona Press. https://ehrafworldcultures.yale.edu/document?id=nt13-298

Newcomb, F. J., Fishler, S. A., & Wheelwright, M. C. (1956). A study of Navajo symbolism (Papers of the Peabody Museum of American Archaeology and Ethnology, Vol. 32, No. 3). Peabody Museum. https://ehrafworldcultures.yale.edu/document?id=nt13-219"
NT14,NT14,NA,Havasupai,North America,Other Subsistence Combinations,Havasupai calendar,Included,Not excluded,"Spier, L. (1928). Havasupai ethnography. Anthropological Papers of the American Museum of Natural History, 29(3), 81–392. https://ehrafworldcultures.yale.edu/document?id=nt14-001"
NT18,NT18,NA,Tewa Pueblos,North America,Intensive Agriculturalists,Tewa Pueblos calendar,Excluded,Fully missing data on our six specific calendar units,"Parsons, E. C. (1929). The social organization of the Tewa of New Mexico (Memoirs of the American Anthropological Association No. 36). American Anthropological Association. https://ehrafworldcultures.yale.edu/document?id=nt18-001"
NT21,NT21,NA,Western Apache,North America,Primarily Hunter-gatherers,Western Apache calendar,Excluded,Partially missing data on some calendar units,"Bourke, J. G. (1892). The medicine-men of the Apache. In Ninth annual report of the Bureau of American Ethnology, 1887-88 (pp. 443-603). Government Printing Office. https://ehrafworldcultures.yale.edu/document?id=nt21-027"
NT23,NT23,NA,Zuni,North America,Intensive Agriculturalists,Zuni calendar,Included,Not excluded,"Cushing, F. H. (1920). Zuñi breadstuff (Indian Notes and Monographs, Vol. 8). Museum of the American Indian, Heye Foundation. https://ehrafworldcultures.yale.edu/document?id=nt23-007

Stevenson, M. C. (1904). The Zuni Indians: Their mythology, esoteric fraternities, and ceremonies (Bureau of American Ethnology, 23rd Annual Report, 1901–1902, pp. 1–634). Government Printing Office. https://ehrafworldcultures.yale.edu/document?id=nt23-004

Tedlock, B. (1983). Zuni sacred theater. American Indian Quarterly, 7(3), 93–110. https://ehrafworldcultures.yale.edu/document?id=nt23-028"
NT25,NT25,NA,Mescalero Apache,North America,Hunter-gatherers,Mescalero Apache calendar,Excluded,Partially missing data on some calendar units,"Farrer, C. R. (1991). Living life's circle: Mescalero Apache cosmovision. University of New Mexico Press. https://ehrafworldcultures.yale.edu/document?id=nt25-047"
